filename,kps
00058_image_000005.png,"[[50, 130, 2], [52, 105, 2], [50, 72, 2], [74, 70, 2], [86, 95, 2], [62, 93, 2], [33, 61, 2], [36, 45, 2], [44, 25, 2], [73, 23, 2], [86, 41, 2], [90, 58, 2], [58, 22, 2], [57, 5, 2]]"
00058_image_000020.png,"[[76, 123, 2], [62, 95, 2], [49, 66, 2], [50, 66, 2], [62, 93, 2], [75, 122, 2], [83, 40, 2], [67, 46, 2], [60, 25, 2], [52, 21, 2], [80, 22, 2], [65, 13, 2], [61, 20, 2], [71, 8, 2]]"
00058_image_000040.png,"[[72, 87, 2], [43, 83, 2], [61, 62, 2], [70, 64, 2], [61, 92, 2], [58, 123, 2], [42, 23, 2], [37, 15, 2], [61, 17, 2], [48, 24, 2], [56, 49, 2], [53, 67, 2], [50, 17, 2], [39, 10, 2]]"
00058_image_000035.png,"[[52, 120, 2], [54, 87, 2], [60, 57, 2], [65, 60, 2], [59, 92, 2], [87, 106, 2], [41, 25, 2], [38, 12, 2], [58, 16, 2], [47, 24, 2], [39, 42, 2], [41, 25, 2], [48, 17, 2], [36, 11, 2]]"
00058_image_000043.png,"[[42, 115, 2], [48, 84, 2], [66, 55, 2], [60, 56, 2], [43, 80, 2], [70, 82, 2], [45, 16, 2], [40, 27, 2], [61, 14, 2], [55, 15, 2], [65, 36, 2], [66, 57, 2], [54, 12, 2], [47, 5, 2]]"
00058_image_000030.png,"[[74, 122, 2], [67, 91, 2], [50, 61, 2], [50, 62, 2], [80, 77, 2], [52, 95, 2], [52, 67, 2], [79, 31, 2], [66, 20, 2], [60, 18, 2], [80, 31, 2], [72, 19, 2], [67, 18, 2], [73, 8, 2]]"
00058_image_000022.png,"[[53, 120, 2], [62, 90, 2], [49, 61, 2], [55, 61, 2], [82, 75, 2], [80, 105, 2], [55, 59, 2], [44, 43, 2], [46, 20, 2], [65, 22, 2], [76, 37, 2], [87, 50, 2], [57, 18, 2], [63, 6, 2]]"
00058_image_000002.png,"[[48, 130, 2], [50, 102, 2], [48, 72, 2], [72, 70, 2], [75, 101, 2], [77, 128, 2], [34, 52, 2], [29, 38, 2], [44, 25, 2], [73, 22, 2], [91, 36, 2], [85, 53, 2], [58, 22, 2], [57, 4, 2]]"
00058_image_000013.png,"[[75, 87, 2], [48, 99, 2], [51, 71, 2], [75, 68, 2], [83, 97, 2], [91, 128, 2], [34, 62, 2], [37, 44, 2], [44, 23, 2], [72, 21, 2], [90, 34, 2], [80, 50, 2], [58, 22, 2], [56, 4, 2]]"
00058_image_000024.png,"[[40, 113, 2], [62, 93, 2], [49, 68, 2], [55, 66, 2], [80, 75, 2], [55, 92, 2], [74, 33, 2], [67, 50, 2], [63, 28, 2], [57, 22, 2], [81, 19, 2], [68, 14, 2], [64, 21, 2], [74, 10, 2]]"
00058_image_000011.png,"[[65, 93, 2], [42, 98, 2], [48, 73, 2], [72, 73, 2], [77, 102, 2], [84, 130, 2], [38, 61, 2], [34, 42, 2], [44, 24, 2], [74, 23, 2], [86, 41, 2], [77, 26, 2], [58, 22, 2], [56, 4, 2]]"
00058_image_000006.png,"[[65, 92, 2], [41, 98, 2], [48, 71, 2], [72, 71, 2], [77, 101, 2], [82, 129, 2], [33, 61, 2], [35, 43, 2], [44, 25, 2], [74, 23, 2], [86, 41, 2], [90, 57, 2], [58, 22, 2], [56, 4, 2]]"
00058_image_000042.png,"[[75, 93, 2], [52, 80, 2], [62, 53, 2], [65, 52, 2], [43, 80, 2], [53, 109, 2], [37, 51, 2], [46, 35, 2], [55, 17, 2], [57, 16, 2], [67, 37, 2], [70, 56, 2], [54, 14, 2], [46, 6, 2]]"
00058_image_000039.png,"[[65, 97, 2], [43, 79, 2], [60, 62, 2], [70, 64, 2], [56, 92, 2], [83, 82, 2], [54, 10, 2], [41, 10, 2], [61, 18, 2], [51, 22, 2], [40, 36, 2], [44, 22, 2], [52, 17, 2], [42, 7, 2]]"
00058_image_000017.png,"[[64, 127, 2], [61, 95, 2], [49, 65, 2], [51, 64, 2], [62, 93, 2], [65, 125, 2], [81, 36, 2], [67, 45, 2], [58, 23, 2], [56, 21, 2], [79, 22, 2], [65, 12, 2], [61, 18, 2], [69, 7, 2]]"
00058_image_000025.png,"[[39, 85, 2], [63, 92, 2], [47, 65, 2], [55, 62, 2], [80, 75, 2], [70, 103, 2], [66, 65, 2], [61, 47, 2], [62, 25, 2], [58, 20, 2], [81, 20, 2], [68, 14, 2], [66, 22, 2], [76, 11, 2]]"
00058_image_000028.png,"[[47, 92, 2], [74, 81, 2], [49, 63, 2], [53, 62, 2], [76, 78, 2], [51, 92, 2], [66, 59, 2], [61, 47, 2], [56, 21, 2], [65, 22, 2], [82, 19, 2], [65, 12, 2], [63, 19, 2], [72, 7, 2]]"
00058_image_000036.png,"[[85, 92, 2], [50, 83, 2], [63, 60, 2], [66, 62, 2], [52, 89, 2], [60, 119, 2], [41, 25, 2], [38, 12, 2], [57, 16, 2], [49, 23, 2], [39, 41, 2], [41, 25, 2], [48, 17, 2], [36, 12, 2]]"
00058_image_000004.png,"[[65, 112, 2], [38, 97, 2], [47, 72, 2], [72, 73, 2], [77, 100, 2], [86, 127, 2], [32, 58, 2], [35, 41, 2], [43, 24, 2], [73, 22, 2], [86, 41, 2], [87, 59, 2], [58, 22, 2], [56, 6, 2]]"
00058_image_000018.png,"[[79, 120, 2], [67, 92, 2], [49, 63, 2], [49, 65, 2], [62, 91, 2], [49, 120, 2], [83, 41, 2], [65, 44, 2], [60, 23, 2], [52, 21, 2], [80, 22, 2], [65, 13, 2], [61, 18, 2], [71, 7, 2]]"
00058_image_000012.png,"[[64, 131, 2], [60, 102, 2], [53, 72, 2], [77, 67, 2], [95, 87, 2], [67, 90, 2], [39, 57, 2], [31, 41, 2], [44, 25, 2], [72, 21, 2], [84, 38, 2], [90, 55, 2], [58, 21, 2], [56, 4, 2]]"
00058_image_000044.png,"[[58, 112, 2], [48, 79, 2], [67, 58, 2], [69, 60, 2], [49, 83, 2], [58, 114, 2], [45, 20, 2], [41, 36, 2], [62, 17, 2], [53, 21, 2], [40, 41, 2], [42, 24, 2], [54, 15, 2], [49, 5, 2]]"
00058_image_000001.png,"[[50, 130, 2], [52, 102, 2], [49, 72, 2], [72, 71, 2], [72, 101, 2], [76, 130, 2], [34, 63, 2], [37, 46, 2], [44, 25, 2], [74, 23, 2], [82, 42, 2], [88, 60, 2], [58, 22, 2], [57, 4, 2]]"
00058_image_000021.png,"[[35, 116, 2], [55, 96, 2], [47, 64, 2], [50, 65, 2], [57, 95, 2], [36, 116, 2], [83, 39, 2], [68, 47, 2], [60, 25, 2], [57, 21, 2], [81, 24, 2], [67, 13, 2], [63, 20, 2], [72, 7, 2]]"
00058_image_000032.png,"[[86, 104, 2], [52, 78, 2], [61, 51, 2], [65, 52, 2], [54, 85, 2], [53, 118, 2], [50, 10, 2], [37, 15, 2], [60, 13, 2], [57, 19, 2], [65, 39, 2], [68, 58, 2], [54, 15, 2], [42, 8, 2]]"
00058_image_000008.png,"[[52, 128, 2], [51, 100, 2], [48, 70, 2], [72, 67, 2], [82, 95, 2], [69, 122, 2], [46, 51, 2], [35, 42, 2], [44, 25, 2], [73, 23, 2], [87, 41, 2], [71, 43, 2], [58, 22, 2], [57, 6, 2]]"
00058_image_000009.png,"[[65, 90, 2], [38, 97, 2], [48, 72, 2], [73, 72, 2], [78, 102, 2], [87, 130, 2], [49, 41, 2], [34, 42, 2], [44, 25, 2], [73, 23, 2], [86, 39, 2], [69, 36, 2], [58, 22, 2], [56, 4, 2]]"
00058_image_000010.png,"[[57, 132, 2], [57, 102, 2], [53, 72, 2], [75, 67, 2], [95, 85, 2], [70, 90, 2], [49, 45, 2], [33, 42, 2], [45, 25, 2], [73, 22, 2], [86, 42, 2], [88, 60, 2], [58, 22, 2], [56, 4, 2]]"
00058_image_000029.png,"[[66, 121, 2], [70, 91, 2], [55, 64, 2], [48, 66, 2], [69, 87, 2], [52, 95, 2], [82, 26, 2], [78, 43, 2], [70, 27, 2], [60, 20, 2], [81, 38, 2], [77, 17, 2], [69, 20, 2], [81, 14, 2]]"
00058_image_000026.png,"[[72, 123, 2], [62, 95, 2], [48, 67, 2], [55, 66, 2], [80, 75, 2], [57, 87, 2], [60, 57, 2], [46, 46, 2], [58, 23, 2], [62, 22, 2], [81, 19, 2], [65, 13, 2], [63, 20, 2], [71, 8, 2]]"
00058_image_000031.png,"[[61, 120, 2], [56, 82, 2], [61, 55, 2], [64, 57, 2], [62, 89, 2], [60, 122, 2], [51, 10, 2], [37, 15, 2], [61, 14, 2], [55, 19, 2], [64, 40, 2], [70, 58, 2], [53, 15, 2], [43, 7, 2]]"
00063_image_000027.png,"[[65, 121, 2], [67, 92, 2], [54, 61, 2], [60, 60, 2], [66, 91, 2], [36, 94, 2], [77, 39, 2], [67, 41, 2], [62, 21, 2], [72, 22, 2], [81, 37, 2], [86, 54, 2], [69, 19, 2], [77, 9, 2]]"
00063_image_000041.png,"[[56, 97, 2], [48, 76, 2], [75, 61, 2], [69, 57, 2], [40, 70, 2], [58, 95, 2], [14, 42, 2], [38, 31, 2], [53, 23, 2], [59, 19, 2], [57, 41, 2], [53, 58, 2], [53, 19, 2], [45, 9, 2]]"
00063_image_000038.png,"[[58, 114, 2], [47, 80, 2], [68, 57, 2], [76, 58, 2], [52, 77, 2], [68, 89, 2], [48, 18, 2], [41, 33, 2], [57, 21, 2], [64, 16, 2], [44, 33, 2], [47, 23, 2], [57, 16, 2], [48, 7, 2]]"
00063_image_000023.png,"[[87, 105, 2], [91, 77, 2], [61, 63, 2], [59, 65, 2], [74, 90, 2], [70, 120, 2], [49, 53, 2], [52, 44, 2], [65, 22, 2], [75, 23, 2], [78, 39, 2], [88, 55, 2], [72, 21, 2], [79, 11, 2]]"
00063_image_000015.png,"[[58, 124, 2], [52, 93, 2], [49, 70, 2], [70, 70, 2], [66, 92, 2], [62, 124, 2], [51, 51, 2], [38, 47, 2], [47, 28, 2], [74, 28, 2], [83, 47, 2], [75, 60, 2], [60, 25, 2], [60, 9, 2]]"
00063_image_000045.png,"[[48, 112, 2], [49, 81, 2], [67, 60, 2], [75, 62, 2], [63, 90, 2], [88, 108, 2], [40, 56, 2], [51, 41, 2], [54, 25, 2], [67, 20, 2], [82, 38, 2], [85, 53, 2], [58, 19, 2], [49, 9, 2]]"
00063_image_000003.png,"[[54, 128, 2], [52, 98, 2], [51, 67, 2], [69, 65, 2], [72, 82, 2], [72, 92, 2], [41, 65, 2], [41, 47, 2], [47, 28, 2], [75, 27, 2], [81, 49, 2], [76, 67, 2], [60, 25, 2], [61, 9, 2]]"
00063_image_000016.png,"[[57, 123, 2], [60, 93, 2], [51, 62, 2], [57, 66, 2], [78, 85, 2], [70, 114, 2], [56, 65, 2], [51, 47, 2], [53, 23, 2], [68, 25, 2], [84, 22, 2], [70, 14, 2], [62, 22, 2], [69, 7, 2]]"
00063_image_000014.png,"[[60, 97, 2], [34, 93, 2], [48, 71, 2], [70, 73, 2], [70, 100, 2], [63, 127, 2], [52, 53, 2], [42, 48, 2], [48, 28, 2], [75, 27, 2], [84, 46, 2], [69, 51, 2], [60, 25, 2], [58, 9, 2]]"
00063_image_000007.png,"[[53, 95, 2], [51, 88, 2], [50, 67, 2], [72, 66, 2], [70, 97, 2], [66, 90, 2], [54, 16, 2], [34, 14, 2], [48, 25, 2], [72, 24, 2], [85, 12, 2], [67, 15, 2], [60, 23, 2], [58, 8, 2]]"
00063_image_000037.png,"[[49, 116, 2], [51, 85, 2], [63, 58, 2], [72, 60, 2], [71, 91, 2], [87, 117, 2], [63, 34, 2], [54, 41, 2], [58, 19, 2], [55, 23, 2], [72, 39, 2], [62, 40, 2], [49, 20, 2], [41, 12, 2]]"
00063_image_000033.png,"[[53, 116, 2], [49, 86, 2], [60, 62, 2], [68, 62, 2], [65, 92, 2], [91, 106, 2], [33, 51, 2], [42, 37, 2], [56, 21, 2], [54, 24, 2], [55, 47, 2], [48, 39, 2], [49, 21, 2], [38, 13, 2]]"
00063_image_000019.png,"[[37, 94, 2], [65, 96, 2], [57, 65, 2], [65, 65, 2], [82, 87, 2], [73, 116, 2], [36, 54, 2], [43, 40, 2], [55, 23, 2], [73, 26, 2], [86, 23, 2], [85, 9, 2], [67, 22, 2], [75, 10, 2]]"
00063_image_000034.png,"[[52, 114, 2], [39, 72, 2], [68, 60, 2], [66, 60, 2], [35, 72, 2], [60, 88, 2], [38, 53, 2], [48, 38, 2], [62, 19, 2], [60, 20, 2], [53, 40, 2], [39, 54, 2], [54, 18, 2], [48, 6, 2]]"
00063_image_000005.png,"[[60, 102, 2], [32, 92, 2], [47, 69, 2], [69, 71, 2], [70, 100, 2], [71, 128, 2], [47, 9, 2], [32, 18, 2], [49, 27, 2], [75, 27, 2], [82, 47, 2], [85, 65, 2], [60, 25, 2], [59, 9, 2]]"
00063_image_000020.png,"[[72, 122, 2], [69, 94, 2], [58, 67, 2], [63, 66, 2], [82, 87, 2], [65, 113, 2], [80, 59, 2], [72, 46, 2], [65, 25, 2], [61, 23, 2], [80, 40, 2], [90, 55, 2], [68, 20, 2], [74, 9, 2]]"
00063_image_000040.png,"[[71, 117, 2], [62, 90, 2], [74, 57, 2], [80, 57, 2], [52, 68, 2], [70, 85, 2], [47, 19, 2], [38, 31, 2], [55, 26, 2], [66, 19, 2], [61, 41, 2], [51, 35, 2], [57, 19, 2], [43, 12, 2]]"
00063_image_000035.png,"[[49, 102, 2], [42, 74, 2], [68, 62, 2], [70, 61, 2], [74, 94, 2], [93, 114, 2], [59, 10, 2], [42, 13, 2], [62, 19, 2], [60, 22, 2], [60, 47, 2], [50, 61, 2], [56, 18, 2], [46, 8, 2]]"
00063_image_000043.png,"[[81, 119, 2], [72, 92, 2], [77, 62, 2], [63, 60, 2], [43, 84, 2], [58, 108, 2], [37, 25, 2], [77, 36, 2], [60, 20, 2], [42, 26, 2], [42, 49, 2], [40, 29, 2], [47, 20, 2], [38, 11, 2]]"
00063_image_000030.png,"[[83, 85, 2], [92, 56, 2], [62, 62, 2], [55, 67, 2], [76, 89, 2], [70, 118, 2], [53, 62, 2], [56, 43, 2], [67, 23, 2], [67, 21, 2], [88, 25, 2], [73, 13, 2], [74, 22, 2], [85, 13, 2]]"
00063_image_000022.png,"[[78, 87, 2], [94, 62, 2], [60, 62, 2], [54, 68, 2], [74, 87, 2], [79, 88, 2], [80, 57, 2], [70, 43, 2], [60, 23, 2], [57, 23, 2], [74, 34, 2], [80, 44, 2], [65, 20, 2], [71, 9, 2]]"
00063_image_000002.png,"[[56, 127, 2], [55, 100, 2], [52, 73, 2], [73, 73, 2], [72, 101, 2], [70, 127, 2], [36, 64, 2], [38, 47, 2], [45, 28, 2], [75, 27, 2], [82, 46, 2], [85, 64, 2], [60, 25, 2], [60, 9, 2]]"
00063_image_000013.png,"[[60, 102, 2], [32, 93, 2], [46, 71, 2], [69, 72, 2], [73, 100, 2], [89, 121, 2], [43, 11, 2], [29, 22, 2], [49, 26, 2], [74, 28, 2], [86, 44, 2], [85, 61, 2], [60, 25, 2], [61, 9, 2]]"
00063_image_000024.png,"[[76, 111, 2], [88, 85, 2], [71, 59, 2], [59, 62, 2], [67, 90, 2], [53, 120, 2], [84, 13, 2], [92, 27, 2], [78, 20, 2], [61, 20, 2], [40, 30, 2], [44, 15, 2], [72, 17, 2], [80, 7, 2]]"
00063_image_000011.png,"[[53, 95, 2], [49, 88, 2], [52, 64, 2], [71, 64, 2], [86, 95, 2], [82, 84, 2], [53, 54, 2], [38, 47, 2], [47, 27, 2], [75, 27, 2], [83, 46, 2], [87, 62, 2], [60, 23, 2], [59, 8, 2]]"
00063_image_000006.png,"[[57, 126, 2], [53, 101, 2], [50, 72, 2], [72, 71, 2], [72, 100, 2], [70, 127, 2], [54, 52, 2], [42, 51, 2], [47, 28, 2], [74, 28, 2], [81, 47, 2], [69, 53, 2], [60, 25, 2], [59, 8, 2]]"
00063_image_000042.png,"[[61, 115, 2], [52, 81, 2], [70, 56, 2], [72, 57, 2], [54, 83, 2], [60, 115, 2], [54, 51, 2], [50, 41, 2], [53, 23, 2], [62, 18, 2], [65, 39, 2], [63, 53, 2], [54, 19, 2], [44, 10, 2]]"
00063_image_000039.png,"[[60, 81, 2], [39, 68, 2], [59, 57, 2], [72, 60, 2], [69, 93, 2], [73, 121, 2], [47, 19, 2], [38, 32, 2], [53, 23, 2], [67, 20, 2], [74, 43, 2], [74, 62, 2], [56, 20, 2], [46, 11, 2]]"
00063_image_000017.png,"[[62, 121, 2], [67, 91, 2], [53, 64, 2], [49, 67, 2], [67, 90, 2], [60, 118, 2], [75, 18, 2], [85, 34, 2], [63, 19, 2], [61, 18, 2], [79, 33, 2], [75, 20, 2], [66, 17, 2], [73, 8, 2]]"
00063_image_000025.png,"[[67, 104, 2], [90, 87, 2], [68, 61, 2], [59, 62, 2], [66, 94, 2], [46, 119, 2], [88, 30, 2], [90, 46, 2], [77, 22, 2], [66, 21, 2], [91, 32, 2], [75, 40, 2], [75, 17, 2], [81, 7, 2]]"
00063_image_000028.png,"[[53, 90, 2], [79, 80, 2], [52, 64, 2], [57, 64, 2], [84, 79, 2], [58, 120, 2], [80, 45, 2], [64, 42, 2], [57, 20, 2], [72, 24, 2], [86, 35, 2], [86, 19, 2], [66, 19, 2], [71, 6, 2]]"
00063_image_000036.png,"[[78, 116, 2], [62, 91, 2], [70, 63, 2], [65, 57, 2], [33, 67, 2], [41, 94, 2], [54, 18, 2], [47, 42, 2], [57, 20, 2], [52, 24, 2], [69, 38, 2], [79, 53, 2], [49, 20, 2], [39, 12, 2]]"
00063_image_000004.png,"[[56, 127, 2], [53, 100, 2], [53, 73, 2], [75, 71, 2], [90, 93, 2], [65, 102, 2], [41, 64, 2], [41, 48, 2], [47, 28, 2], [75, 27, 2], [82, 47, 2], [67, 50, 2], [60, 25, 2], [61, 9, 2]]"
00063_image_000018.png,"[[35, 89, 2], [68, 96, 2], [59, 63, 2], [62, 62, 2], [82, 89, 2], [67, 113, 2], [79, 59, 2], [77, 46, 2], [73, 25, 2], [66, 21, 2], [86, 28, 2], [87, 10, 2], [72, 18, 2], [78, 8, 2]]"
00063_image_000012.png,"[[55, 127, 2], [53, 102, 2], [53, 73, 2], [74, 72, 2], [88, 95, 2], [66, 115, 2], [31, 62, 2], [32, 43, 2], [47, 26, 2], [75, 27, 2], [86, 44, 2], [85, 62, 2], [60, 23, 2], [61, 9, 2]]"
00063_image_000044.png,"[[46, 102, 2], [44, 73, 2], [72, 64, 2], [70, 65, 2], [72, 93, 2], [89, 117, 2], [65, 27, 2], [73, 31, 2], [57, 24, 2], [49, 29, 2], [65, 44, 2], [77, 60, 2], [47, 24, 2], [36, 19, 2]]"
00063_image_000001.png,"[[58, 129, 2], [57, 102, 2], [53, 72, 2], [73, 71, 2], [72, 102, 2], [71, 129, 2], [54, 17, 2], [36, 13, 2], [50, 26, 2], [72, 26, 2], [85, 13, 2], [67, 16, 2], [60, 24, 2], [58, 8, 2]]"
00063_image_000021.png,"[[57, 85, 2], [79, 82, 2], [55, 62, 2], [57, 62, 2], [72, 93, 2], [66, 115, 2], [82, 49, 2], [66, 45, 2], [59, 24, 2], [67, 25, 2], [85, 23, 2], [81, 47, 2], [66, 22, 2], [76, 10, 2]]"
00063_image_000032.png,"[[55, 111, 2], [50, 83, 2], [69, 56, 2], [64, 57, 2], [44, 84, 2], [56, 112, 2], [47, 17, 2], [41, 26, 2], [62, 15, 2], [49, 17, 2], [37, 27, 2], [46, 16, 2], [53, 13, 2], [46, 6, 2]]"
00063_image_000008.png,"[[52, 90, 2], [51, 82, 2], [52, 65, 2], [72, 69, 2], [72, 100, 2], [65, 125, 2], [51, 45, 2], [37, 46, 2], [47, 27, 2], [75, 27, 2], [80, 47, 2], [71, 57, 2], [60, 23, 2], [61, 8, 2]]"
00063_image_000009.png,"[[53, 126, 2], [52, 98, 2], [49, 72, 2], [69, 72, 2], [67, 100, 2], [41, 110, 2], [29, 61, 2], [37, 44, 2], [47, 27, 2], [75, 27, 2], [83, 46, 2], [85, 65, 2], [60, 25, 2], [59, 8, 2]]"
00063_image_000010.png,"[[33, 112, 2], [57, 103, 2], [56, 72, 2], [75, 70, 2], [92, 93, 2], [75, 118, 2], [27, 64, 2], [35, 47, 2], [47, 28, 2], [75, 27, 2], [83, 46, 2], [87, 64, 2], [60, 25, 2], [59, 9, 2]]"
00063_image_000029.png,"[[75, 117, 2], [75, 86, 2], [53, 60, 2], [58, 62, 2], [73, 87, 2], [77, 116, 2], [66, 43, 2], [53, 35, 2], [53, 19, 2], [71, 23, 2], [77, 41, 2], [65, 45, 2], [63, 17, 2], [67, 4, 2]]"
00063_image_000026.png,"[[58, 121, 2], [60, 90, 2], [47, 64, 2], [62, 63, 2], [85, 78, 2], [82, 108, 2], [38, 57, 2], [37, 42, 2], [45, 21, 2], [71, 23, 2], [80, 38, 2], [88, 54, 2], [60, 20, 2], [64, 4, 2]]"
00063_image_000031.png,"[[52, 116, 2], [48, 85, 2], [65, 59, 2], [66, 60, 2], [48, 87, 2], [73, 103, 2], [50, 13, 2], [37, 23, 2], [60, 20, 2], [56, 25, 2], [52, 47, 2], [43, 32, 2], [52, 20, 2], [40, 12, 2]]"
00035_image_000027.png,"[[57, 110, 2], [79, 90, 2], [53, 74, 2], [56, 73, 2], [75, 91, 2], [58, 113, 2], [68, 17, 2], [77, 15, 2], [54, 25, 2], [67, 30, 2], [73, 49, 2], [60, 50, 2], [65, 24, 2], [76, 18, 2]]"
00035_image_000041.png,"[[58, 133, 2], [53, 104, 2], [65, 82, 2], [62, 78, 2], [35, 61, 2], [41, 91, 2], [48, 33, 2], [40, 46, 2], [61, 34, 2], [59, 39, 2], [55, 60, 2], [52, 47, 2], [54, 34, 2], [44, 26, 2]]"
00035_image_000038.png,"[[60, 118, 2], [38, 99, 2], [64, 78, 2], [59, 73, 2], [32, 57, 2], [36, 86, 2], [43, 37, 2], [40, 50, 2], [61, 32, 2], [52, 37, 2], [40, 55, 2], [48, 72, 2], [52, 32, 2], [42, 22, 2]]"
00035_image_000023.png,"[[81, 96, 2], [85, 73, 2], [54, 73, 2], [55, 78, 2], [77, 97, 2], [65, 125, 2], [67, 42, 2], [50, 48, 2], [49, 28, 2], [70, 32, 2], [77, 52, 2], [66, 43, 2], [60, 27, 2], [68, 13, 2]]"
00035_image_000015.png,"[[69, 102, 2], [41, 106, 2], [54, 82, 2], [75, 81, 2], [94, 103, 2], [70, 117, 2], [54, 22, 2], [34, 22, 2], [50, 33, 2], [73, 32, 2], [87, 18, 2], [67, 21, 2], [62, 31, 2], [61, 14, 2]]"
00035_image_000045.png,"[[60, 135, 2], [56, 105, 2], [64, 80, 2], [56, 76, 2], [31, 82, 2], [42, 106, 2], [36, 38, 2], [70, 45, 2], [54, 32, 2], [38, 39, 2], [55, 54, 2], [70, 65, 2], [42, 32, 2], [31, 26, 2]]"
00035_image_000003.png,"[[60, 136, 2], [58, 111, 2], [56, 82, 2], [77, 81, 2], [78, 112, 2], [80, 135, 2], [58, 57, 2], [44, 58, 2], [48, 35, 2], [75, 32, 2], [82, 51, 2], [70, 54, 2], [60, 32, 2], [61, 14, 2]]"
00035_image_000016.png,"[[62, 105, 2], [87, 90, 2], [59, 76, 2], [60, 75, 2], [85, 90, 2], [63, 123, 2], [84, 67, 2], [69, 49, 2], [54, 30, 2], [67, 31, 2], [77, 47, 2], [89, 63, 2], [62, 27, 2], [67, 14, 2]]"
00035_image_000014.png,"[[67, 101, 2], [41, 107, 2], [51, 76, 2], [73, 75, 2], [93, 102, 2], [64, 93, 2], [63, 46, 2], [45, 56, 2], [47, 35, 2], [74, 34, 2], [80, 53, 2], [77, 70, 2], [60, 30, 2], [62, 14, 2]]"
